  0.259807616      0.149509490    
  0.519615233      0.298037976    
  0.779422879      0.445585489    
   1.03923047      0.592151940    
   1.29903805      0.737737417    
   1.55884576      0.882341981    
   1.81865335       1.02596545    
   2.07846093       1.16860795    
   2.33826852       1.31026936    
   2.59807611       1.45094991    
   2.85788393       1.59064949    
   3.11769152       1.72936797    
   3.37749910       1.86710548    
   3.63730669       2.00386190    
   3.89711404       2.13963723    
   4.15692186       2.27443194    
   4.41672945       2.40824556    
   4.67653704       2.54107785    
   4.93634462       2.67292929    
   5.19615221       2.80379987    
   5.45595980       2.93368936    
   5.71576786       3.06259799    
   5.97557497       3.19052529    
   6.23538303       3.31747198    
   6.49519062       3.44343758    
   6.75499821       3.56842184    
   7.01480532       3.69242525    
   7.27461338       3.81544781    
   7.53442097       3.93748951    
   7.79422808       4.05854940    
   8.05403614       4.17862940    
   8.31384373       4.29772758    
   8.57365131       4.41584539    
   8.83345890       4.53298187    
   9.09326649       4.64913750    
   9.35307407       4.76431179    
   9.61288261       4.87850571    
   9.87268925       4.99171782    
   10.1324968       5.10394955    
   10.3923044       5.21519947    
   10.6521130       5.32546949    
   10.9119196       5.43475771    
   11.1717272       5.54306555    
   11.4315357       5.65039206    
   11.6913424       5.75673771    
   11.9511499       5.86210155    
   12.2109585       5.96648550    
   12.4707661       6.06988764    
   12.7305727       6.17230940    
   12.9903812       6.27374983    
   13.2501888       6.37420940    
   13.5099964       6.47368765    
   13.7698030       6.57218552    
   14.0296106       6.66970158    
   14.2894201       6.76623726    
   14.5492268       6.86179161    
   14.8090343       6.95636559    
   15.0688419       7.04995775    
   15.3286495       7.14256907    
   15.5884562       7.23419952    
   15.8482656       7.32485008    
   16.1080723       7.41451788    
   16.3678799       7.50320530    
   16.6276875       7.59091139    
   16.8874950       7.67763758    
   17.1473026       7.76338196    
   17.4071102       7.84814453    
   17.6669178       7.93192768    
   17.9267254       8.01472950    
   18.1865330       8.09654999    
   18.4463406       8.17738914    
   18.7061481       8.25724792    
   18.9659557       8.33612537    
   19.2257652       8.41402245    
   19.4855728       8.49093723    
   19.7453785       8.56687164    
   20.0051861       8.64182472    
   20.2649937       8.71579742    
   20.5248013       8.78878880    
   20.7846088       8.86079979    
   21.0444183       8.93182945    
   21.3042259       9.00187874    
   21.5640316       9.07094479    
   21.8238392       9.13903141    
   22.0836468       9.20613670    
   22.3434544       9.27226162    
   22.6032639       9.33740520    
   22.8630714       9.40156746    
   23.1228790       9.46474934    
   23.3826847       9.52694988    
   23.6424923       9.58816910    
   23.9022999       9.64840698    
   24.1621094       9.70766449    
   24.4219170       9.76594162    
   24.6817245       9.82323742    
   24.9415321       9.87955093    
   25.2013397       9.93488503    
   25.4611454       9.98923779    
   25.7209530       10.0426092    
   25.9807625       10.0949993    
   26.2405701       10.1464090    
   26.5003777       10.1968374    
   26.7601852       10.2462845    
   27.0199928       10.2947521    
   27.2797985       10.3422375    
   27.5396061       10.3887424    
   27.7994137       10.4342651    
   28.0592213       10.4788074    
   28.3190327       10.5223694    
   28.5788403       10.5649490    
   28.8386459       10.6065483    
   29.0984535       10.6471672    
   29.3582611       10.6868057    
   29.6180687       10.7254620    
   29.8778763       10.7631378    
   30.1376839       10.7998314    
   30.3974915       10.8355446    
   30.6572990       10.8702774    
   30.9171066       10.9040279    
   31.1769123       10.9367990    
   31.4367199       10.9685898    
   31.6965313       10.9993992    
   31.9563389       11.0292263    
   32.2161446       11.0580711    
   32.4759521       11.0859375    
   32.7357597       11.1128216    
   32.9955673       11.1387253    
   33.2553749       11.1636467    
   33.5151825       11.1875877    
   33.7749901       11.2105503    
   34.0347977       11.2325296    
   34.2946053       11.2535276    
   34.5544128       11.2735453    
   34.8142204       11.2925806    
   35.0740318       11.3106365    
   35.3338356       11.3277111    
   35.5936432       11.3438044    
   35.8534508       11.3589182    
   36.1132584       11.3730497    
   36.3730659       11.3862000    
   36.6328735       11.3983698    
   36.8926811       11.4095573    
   37.1524887       11.4197645    
   37.4122963       11.4289913    
   37.6721039       11.4372368    
   37.9319115       11.4445028    
   38.1917191       11.4507856    
   38.4515305       11.4560881    
   38.7113380       11.4604092    
   38.9711456       11.4637499    
   39.2309494       11.4661083    
   39.4907570       11.4674873    
   39.7505646       11.4678841    
   40.0103722       11.4673004    
   40.2701797       11.4657373    
   40.5299873       11.4631920    
   40.7897949       11.4596653    
   41.0496025       11.4551573    
   41.3094101       11.4496689    
   41.5692177       11.4431992    
   41.8290291       11.4357481    
   42.0888367       11.4273167    
   42.3486443       11.4179058    
   42.6084518       11.4075127    
   42.8682556       11.3961372    
   43.1280632       11.3837805    
   43.3878708       11.3704453    
   43.6476784       11.3561268    
   43.9074860       11.3408289    
   44.1672935       11.3245487    
   44.4271011       11.3072891    
   44.6869087       11.2890482    
   44.9467201       11.2698259    
   45.2065277       11.2496214    
   45.4663353       11.2284365    
   45.7261429       11.2062712    
   45.9859505       11.1831245    
   46.2457581       11.1589975    
   46.5055656       11.1338882    
   46.7653694       11.1077995    
   47.0251770       11.0807304    
   47.2849846       11.0526772    
   47.5447922       11.0236454    
   47.8045998       10.9936314    
   48.0644073       10.9626369    
   48.3242188       10.9306602    
   48.5840263       10.8977032    
   48.8438339       10.8637676    
   49.1036415       10.8288498    
   49.3634491       10.7929497    
   49.6232567       10.7560692    
   49.8830643       10.7182064    
   50.1428719       10.6793652    
   50.4026794       10.6395397    
   50.6624832       10.5987377    
   50.9222908       10.5569515    
   51.1820984       10.5141850    
   51.4419060       10.4704380    
   51.7017174       10.4257088    
   51.9615250       10.3799992    
   52.2213326       10.3333073    
   52.4811401       10.2856369    
   52.7409477       10.2369843    
   53.0007553       10.1873512    
